index,dose,Si_rm_in_MD,N_rm_in_MD,C_rm_in_MD,F_rm_in_MD,Si_rm_in_byp,N_rm_in_byp,C_rm_in_byp,F_rm_in_byp
633,0.07,1,1,0,2,1,2,0,2
634,0.07,0,0,1,2,0,0,0,0
635,0.071,0,0,0,0,0,2,0,0
636,0.071,0,0,0,0,0,0,0,0
637,0.071,0,0,0,0,0,4,0,0
638,0.071,1,0,0,1,0,3,1,0
639,0.071,0,0,0,0,0,2,0,0
640,0.071,2,0,0,0,0,0,0,0
641,0.071,0,0,0,2,2,4,0,3
642,0.071,0,0,0,1,1,2,1,0
643,0.071,0,1,0,0,0,0,0,0
644,0.072,0,0,0,0,0,0,0,0
645,0.072,0,0,0,3,2,0,0,2
646,0.072,0,0,0,0,0,0,0,0
647,0.072,0,0,0,1,0,0,0,0
648,0.072,0,0,0,0,1,2,0,4
649,0.072,0,0,0,0,1,2,0,4
650,0.072,1,0,0,4,5,4,1,12
651,0.072,0,2,0,0,1,0,0,2
652,0.072,1,0,0,0,2,0,0,6
653,0.073,1,0,0,3,1,2,0,4
654,0.073,0,0,0,1,0,0,0,0
655,0.073,0,1,0,0,0,0,0,0
656,0.073,0,0,0,0,0,0,0,0
657,0.073,0,0,0,0,2,2,0,8
658,0.073,0,0,0,0,1,2,0,4
659,0.073,0,0,0,0,0,4,0,0
660,0.073,0,0,0,0,0,2,0,0
661,0.073,0,0,0,0,0,0,0,0
662,0.074,0,0,1,1,0,0,0,0
663,0.074,0,0,0,0,3,4,0,10
664,0.074,0,0,0,0,0,4,0,0
665,0.074,0,0,0,0,1,2,0,2
666,0.074,0,0,1,0,1,0,0,4
667,0.074,0,0,0,0,0,0,0,0
668,0.074,0,0,0,0,0,0,0,0
669,0.074,1,0,0,2,0,2,0,0
670,0.074,1,2,0,0,0,2,0,0
671,0.075,1,0,1,1,2,4,0,3
672,0.075,0,0,0,0,1,0,0,4
673,0.075,1,0,0,1,1,2,0,4
674,0.075,0,0,1,1,1,2,1,0
675,0.075,0,2,0,0,2,3,1,6
676,0.075,0,1,2,0,1,0,0,4
677,0.075,0,0,2,0,1,0,0,4
678,0.075,0,0,0,0,1,2,0,4
679,0.075,0,1,1,0,2,0,0,6
680,0.076,0,0,0,1,0,1,1,0
681,0.076,0,0,0,0,1,4,0,4
682,0.076,0,0,0,0,0,6,0,0
683,0.076,1,0,0,0,0,2,0,0
684,0.076,0,0,1,0,0,0,0,0
685,0.076,0,2,0,1,1,0,0,4
686,0.076,0,1,0,0,1,0,0,4
687,0.076,0,0,0,0,0,2,0,0
688,0.076,0,0,0,1,2,0,0,6
689,0.077,0,0,0,1,0,0,0,0
690,0.077,0,0,0,0,0,0,0,0
691,0.077,0,0,0,1,0,2,0,0
692,0.077,0,0,0,0,1,2,0,4
693,0.077,0,0,0,0,0,0,0,0
694,0.077,0,0,0,1,0,2,0,0
695,0.077,2,0,0,2,1,0,0,4
696,0.077,0,0,0,0,0,2,1,0
697,0.077,1,0,1,0,1,2,0,4
698,0.078,0,0,0,0,0,0,0,0
699,0.078,0,1,0,1,1,0,0,2
700,0.078,0,0,0,0,1,0,0,2
701,0.078,0,0,0,1,4,4,1,9
702,0.078,0,2,0,0,2,7,1,3
703,0.078,1,0,0,1,1,0,0,5
704,0.078,0,0,0,0,1,2,0,4
705,0.078,1,2,1,1,3,2,1,9
706,0.078,0,0,0,0,2,4,0,5
707,0.079,0,0,0,1,1,0,0,4
708,0.079,0,0,0,0,0,1,1,0
709,0.079,2,3,0,1,0,2,0,0
710,0.079,0,0,0,0,0,4,0,0
711,0.079,1,0,0,1,1,2,0,4
712,0.079,1,0,0,2,0,2,0,0
713,0.079,0,0,0,0,0,0,1,1
714,0.079,1,1,2,0,1,5,3,0
715,0.079,0,0,0,0,2,2,0,8
716,0.08,0,0,0,0,2,4,0,8
717,0.08,0,0,1,2,1,0,0,3
718,0.08,3,0,0,2,1,0,0,3
719,0.08,0,2,1,1,3,1,0,3
720,0.08,3,3,1,1,0,2,1,1
721,0.08,0,1,2,0,0,0,0,0
722,0.08,0,0,0,0,2,0,0,8
723,0.08,1,2,1,2,2,1,0,1
724,0.08,0,0,0,0,0,0,0,0
725,0.081,1,1,0,2,1,1,2,3
726,0.081,0,1,1,0,0,2,0,0
727,0.081,0,0,0,0,1,2,0,2
728,0.081,1,0,1,0,3,2,0,3
729,0.081,0,0,0,1,2,0,0,3
730,0.081,0,0,0,0,1,2,0,4
731,0.081,1,1,2,0,0,1,1,0
732,0.081,0,0,0,0,1,0,0,4
733,0.081,0,5,1,0,0,1,1,1
734,0.082,0,0,0,0,0,3,1,0
735,0.082,3,1,1,3,1,0,0,2
736,0.082,0,0,0,0,0,3,0,0
737,0.082,1,2,1,0,2,2,4,6
738,0.082,0,0,1,0,1,2,0,4
739,0.082,1,1,0,1,2,3,1,4
740,0.082,0,0,0,0,1,1,1,4
741,0.082,0,1,0,0,1,0,0,4
742,0.082,0,0,1,0,0,0,0,0
743,0.083,0,0,0,0,2,0,0,6
744,0.083,0,1,0,0,2,0,0,8
745,0.083,0,1,2,0,0,0,0,0
746,0.083,0,0,0,0,0,2,0,0
747,0.083,0,0,0,0,3,0,0,11
748,0.083,0,0,0,0,1,2,0,4
749,0.083,1,0,0,0,1,0,0,4
750,0.083,0,2,0,0,0,3,1,0
751,0.083,1,4,2,1,1,2,2,2
752,0.084,2,1,0,1,1,2,2,2
753,0.084,0,0,0,0,1,0,0,4
754,0.084,1,0,0,0,3,1,1,3
755,0.084,0,1,1,0,3,0,0,9
756,0.084,0,0,0,0,0,0,0,0
757,0.084,0,0,0,0,1,0,0,4
758,0.084,0,0,0,0,0,0,0,0
759,0.084,0,0,0,0,1,2,0,4
760,0.084,0,0,0,0,0,0,0,0
761,0.085,0,1,2,1,3,4,0,6
762,0.085,0,0,0,1,0,0,0,0
763,0.085,0,2,3,0,2,0,0,6
764,0.085,0,1,0,1,0,2,0,0
765,0.085,0,1,1,0,2,0,0,4
766,0.085,0,0,0,0,1,2,0,4
767,0.085,0,1,2,2,5,4,3,5
768,0.085,1,0,0,0,2,2,2,5
769,0.085,1,0,1,0,0,2,0,1
770,0.086,0,1,0,0,1,0,0,4
771,0.086,0,0,0,0,0,0,0,0
772,0.086,0,0,1,1,0,1,1,0
773,0.086,1,1,1,1,1,3,3,0
774,0.086,0,0,0,0,0,2,0,0
775,0.086,0,0,0,0,0,2,0,0
776,0.086,0,0,0,0,0,0,0,0
777,0.086,0,0,0,0,0,0,0,0
778,0.086,0,0,0,0,0,0,0,0
779,0.087,0,0,0,0,0,0,0,0
780,0.087,0,0,0,1,1,4,0,4
781,0.087,0,0,0,0,0,0,0,0
782,0.087,1,1,1,4,3,0,0,3
783,0.087,0,0,0,0,1,0,0,4
784,0.087,0,1,0,2,0,0,1,0
785,0.087,1,2,1,1,0,0,0,0
786,0.087,0,2,3,1,0,3,1,0
787,0.087,0,0,0,0,0,4,0,0
788,0.088,3,0,0,2,2,1,0,2
789,0.088,0,0,0,1,0,2,0,0
790,0.088,0,0,0,0,0,2,0,0
791,0.088,0,0,0,0,1,4,0,4
792,0.088,0,0,0,0,0,0,0,0
793,0.088,0,2,0,1,3,4,2,6
794,0.088,0,0,0,0,1,0,0,4
795,0.088,1,4,1,0,3,5,2,4
796,0.088,0,0,0,0,0,0,0,0
797,0.089,4,0,0,4,4,1,1,7
798,0.089,0,0,0,0,1,0,0,4
799,0.089,0,0,0,0,3,0,0,10
800,0.089,0,0,0,0,1,0,0,4
801,0.089,0,0,0,0,1,2,2,2
802,0.089,0,0,0,0,1,0,0,2
803,0.089,0,0,0,0,0,0,0,0
804,0.089,0,0,0,0,0,0,0,0
805,0.089,1,0,0,1,0,3,1,0
806,0.09,0,2,0,0,0,2,0,0
807,0.09,0,0,0,0,3,4,0,10
808,0.09,0,1,2,0,1,0,0,4
809,0.09,0,3,1,1,0,0,0,0
810,0.09,0,0,0,0,2,0,0,8
811,0.09,3,6,1,2,2,5,2,3
812,0.09,0,0,0,0,0,2,0,0
813,0.09,0,0,0,0,1,0,0,4
814,0.09,0,0,0,0,0,0,0,0
815,0.091,0,0,0,0,0,4,0,0
816,0.091,1,1,1,1,2,0,0,3
817,0.091,0,3,0,0,1,0,0,1
818,0.091,0,0,0,0,0,0,0,0
819,0.091,0,0,1,0,1,2,0,4
820,0.091,0,0,0,1,1,0,0,4
821,0.091,0,0,0,0,1,1,1,4
822,0.091,0,0,0,0,0,4,0,0
823,0.091,1,0,2,1,1,1,2,2
824,0.092,0,0,0,0,1,2,0,4
825,0.092,0,0,0,1,1,2,0,4
826,0.092,1,0,0,1,0,0,0,0
827,0.092,1,1,1,0,3,0,0,9
828,0.092,0,0,1,0,1,0,0,5
829,0.092,1,0,0,0,0,0,0,0
830,0.092,0,0,0,0,1,0,0,4
831,0.092,0,1,2,1,1,3,1,4
832,0.092,0,0,0,1,1,2,0,4
833,0.093,0,0,0,0,0,0,0,0
834,0.093,1,0,0,2,1,1,0,0
835,0.093,1,1,0,1,0,2,0,0
836,0.093,0,4,0,0,0,0,0,0
837,0.093,0,1,0,0,3,0,0,9
838,0.093,1,0,0,1,1,4,0,4
839,0.093,0,0,0,0,0,0,0,0
840,0.093,1,1,0,0,1,5,1,2
841,0.093,0,0,1,0,1,6,0,4
842,0.094,1,0,1,1,2,1,0,5
843,0.094,1,0,0,1,1,0,0,0
844,0.094,0,0,0,0,0,6,0,0
845,0.094,0,1,1,1,2,1,1,5
846,0.094,1,0,0,0,1,4,0,4
847,0.094,0,1,0,0,1,0,0,4
848,0.094,0,0,0,0,0,2,0,0
849,0.094,0,0,0,0,1,0,0,4
850,0.094,0,0,0,0,0,0,0,0
851,0.095,0,0,0,0,1,0,0,4
852,0.095,1,0,0,1,0,0,0,0
853,0.095,3,0,2,3,1,4,0,1
854,0.095,0,1,0,0,0,0,0,0
855,0.095,1,1,1,1,0,1,1,0
856,0.095,0,0,0,0,2,0,0,8
857,0.095,2,1,1,0,2,0,0,4
858,0.095,1,2,0,1,0,0,0,1
859,0.095,0,1,2,0,0,2,3,1
860,0.096,0,0,0,0,0,4,0,0
861,0.096,1,0,0,1,1,2,0,1
862,0.096,0,0,0,0,0,0,0,0
863,0.096,0,0,0,1,1,4,0,4
864,0.096,0,1,0,0,2,2,0,6
865,0.096,0,0,1,1,0,1,2,0
866,0.096,0,0,0,0,1,2,0,4
867,0.096,0,0,0,2,0,0,0,0
868,0.096,1,0,0,3,1,2,0,2
869,0.097,1,1,1,0,3,4,1,12
870,0.097,0,0,0,0,0,0,0,0
871,0.097,0,0,3,0,0,0,0,0
872,0.097,0,2,0,2,1,2,0,4
873,0.097,0,0,0,0,2,4,0,8
874,0.097,0,0,0,0,0,0,0,0
875,0.097,0,0,0,0,0,0,0,0
876,0.097,0,0,0,0,0,0,0,0
877,0.097,0,0,0,0,2,0,0,5
878,0.098,0,0,0,0,0,4,0,0
879,0.098,0,0,0,0,0,4,0,0
880,0.098,0,1,0,0,2,0,0,6
881,0.098,1,0,1,0,1,0,0,4
882,0.098,0,0,0,0,0,2,0,0
883,0.098,0,0,1,1,0,0,0,0
884,0.098,2,0,1,2,1,2,1,4
885,0.098,0,1,1,0,1,0,0,2
886,0.098,0,1,2,0,1,4,0,2
887,0.099,0,0,3,0,1,2,0,4
888,0.099,0,0,0,0,2,2,0,6
889,0.099,0,0,0,0,2,4,0,8
890,0.099,0,1,2,0,0,2,0,0
891,0.099,0,0,0,1,0,2,0,0
892,0.099,0,0,0,0,0,6,0,0
893,0.099,0,0,0,0,0,2,0,0
894,0.099,0,1,0,0,0,2,0,0
895,0.099,0,0,2,1,0,4,0,0
896,0.1,0,3,1,0,0,0,2,0
897,0.1,0,0,0,0,0,1,1,0
898,0.1,1,0,1,3,0,0,0,0
899,0.1,3,0,0,1,3,3,1,9
900,0.1,0,0,2,0,0,0,1,0
901,0.1,0,0,0,0,0,2,0,0
902,0.1,0,2,0,0,1,0,0,2
903,0.1,0,2,3,0,1,0,0,4
904,0.1,2,2,4,2,3,2,0,8
905,0.101,0,0,0,0,3,0,0,10
906,0.101,0,0,2,0,0,2,0,0
907,0.101,0,0,0,0,2,0,0,6
908,0.101,0,0,0,1,1,0,0,1
909,0.101,0,0,0,0,1,0,0,4
910,0.101,1,2,0,1,1,3,2,3
911,0.101,0,0,0,1,0,4,0,0
912,0.101,0,0,0,0,2,0,0,8
913,0.101,0,0,0,0,1,0,0,1
914,0.102,0,0,0,0,2,1,0,6
915,0.102,0,0,1,0,3,2,0,8
916,0.102,0,0,2,0,1,2,0,4
917,0.102,2,1,3,0,2,0,0,6
918,0.102,0,0,0,0,1,0,0,2
919,0.102,0,0,0,0,0,1,1,0
920,0.102,0,0,0,0,0,0,0,0
921,0.102,0,0,0,1,1,0,0,1
922,0.102,0,0,0,0,1,2,0,4
923,0.103,0,0,0,0,1,0,0,2
924,0.103,0,0,0,0,2,2,0,5
925,0.103,0,0,0,1,0,0,0,0
926,0.103,0,0,0,0,1,0,0,4
927,0.103,0,0,1,2,2,1,4,2
928,0.103,1,2,0,1,2,0,0,2
929,0.103,0,0,1,1,1,4,0,4
930,0.103,0,0,0,0,2,4,0,3
931,0.103,0,0,0,0,1,5,1,0
932,0.104,1,0,0,3,4,2,2,9
933,0.104,1,1,0,0,0,0,0,0
934,0.104,0,2,0,0,0,1,2,0
935,0.104,0,0,0,0,0,2,0,0
936,0.104,1,0,0,1,1,0,0,4
937,0.104,0,0,0,0,1,0,0,2
938,0.104,0,0,0,0,2,0,0,6
939,0.104,0,0,0,0,1,0,0,4
940,0.104,0,1,1,4,2,4,0,3
941,0.105,0,1,1,1,1,6,0,4
942,0.105,1,0,0,0,1,0,0,4
943,0.105,0,0,0,0,0,2,0,0
944,0.105,0,0,0,0,1,0,0,4
945,0.105,0,2,1,0,0,2,0,0
946,0.105,0,1,0,0,0,0,0,0
947,0.105,1,0,0,0,1,2,0,4
948,0.105,0,2,1,0,1,3,1,4
949,0.105,2,0,1,1,2,2,2,4
950,0.106,1,0,0,3,2,4,3,8
951,0.106,0,0,0,0,1,2,0,4
952,0.106,0,2,3,0,0,2,1,2
953,0.106,0,0,0,0,0,3,1,0
954,0.106,2,0,1,0,2,0,0,3
955,0.106,1,1,0,0,0,2,0,0
956,0.106,1,1,1,1,0,0,0,0
957,0.106,2,0,0,2,1,1,1,2
958,0.106,0,1,0,0,0,2,0,0
959,0.107,0,0,0,0,0,4,0,0
960,0.107,0,0,0,0,1,2,0,4
961,0.107,0,0,0,0,0,2,0,0
962,0.107,0,0,0,0,1,1,1,0
963,0.107,0,0,0,1,0,2,2,0
964,0.107,3,0,0,1,0,2,0,0
965,0.107,0,1,0,0,2,4,1,5
966,0.107,0,0,0,1,4,1,1,8
967,0.107,0,0,0,0,0,0,0,0
968,0.108,0,0,0,0,0,0,0,0
969,0.108,0,0,1,1,0,0,0,0
970,0.108,2,3,3,1,2,0,0,6
971,0.108,0,0,1,0,2,0,0,3
972,0.108,0,0,1,0,2,0,0,6
973,0.108,0,0,0,0,0,0,0,0
974,0.108,0,0,0,0,0,0,0,0
975,0.108,0,0,0,0,1,0,0,4
976,0.108,0,0,0,0,0,0,0,0
977,0.109,0,0,0,0,1,0,0,4
978,0.109,0,0,0,0,1,0,0,4
979,0.109,1,3,5,0,0,0,0,0
980,0.109,3,0,2,0,1,0,0,2
981,0.109,1,0,0,1,4,0,0,11
982,0.109,0,0,0,0,1,0,0,2
983,0.109,0,1,1,0,0,2,0,0
984,0.109,0,0,0,0,3,2,2,2
985,0.109,1,3,4,2,2,2,2,2
986,0.11,0,0,0,2,4,2,0,12
987,0.11,0,0,1,1,0,0,0,0
988,0.11,0,0,0,0,0,2,0,0
989,0.11,1,1,1,2,3,7,1,7
990,0.11,0,0,0,0,1,2,0,4
991,0.11,1,0,0,2,0,2,0,0
992,0.11,0,0,0,0,0,0,0,0
993,0.11,0,0,0,0,0,2,0,0
994,0.11,0,0,1,0,2,0,0,5
995,0.111,0,1,0,0,2,2,0,2
996,0.111,0,1,0,0,0,0,0,0
997,0.111,0,0,0,0,1,0,0,4
998,0.111,0,1,0,0,0,0,0,0
999,0.111,1,3,3,1,1,1,1,2
1000,0.111,0,0,0,0,0,7,1,0
1001,0.111,0,0,1,0,0,0,0,0
1002,0.111,4,0,1,5,4,5,0,7
1003,0.111,0,2,0,0,0,4,0,0
1004,0.112,0,0,0,1,0,0,0,0
1005,0.112,0,0,0,0,0,0,0,0
1006,0.112,0,0,1,0,0,0,0,0
1007,0.112,0,0,0,0,1,0,0,4
1008,0.112,0,0,0,0,0,0,0,0
1009,0.112,0,2,1,0,1,0,0,1
1010,0.112,0,0,1,0,0,0,0,0
1011,0.112,1,0,0,1,1,0,0,3
1012,0.112,2,1,0,3,0,2,0,0
1013,0.113,0,0,0,0,0,2,0,0
1014,0.113,1,0,0,2,2,0,0,5
1015,0.113,0,0,0,1,0,0,0,0
1016,0.113,0,2,2,0,1,0,0,2
1017,0.113,0,0,0,0,0,0,0,0
1018,0.113,0,0,0,0,0,0,0,0
1019,0.113,1,0,0,1,2,0,0,3
1020,0.113,1,0,0,1,0,2,0,0
1021,0.113,1,0,0,1,2,2,0,8
1022,0.114,1,1,1,2,2,2,0,5
1023,0.114,1,0,0,0,0,0,0,0
1024,0.114,0,2,4,0,2,0,0,6
1025,0.114,0,0,1,0,0,2,0,0
1026,0.114,2,0,0,1,0,0,0,2
1027,0.114,0,0,0,0,0,0,0,0
1028,0.114,1,0,0,0,0,0,0,0
1029,0.114,1,0,0,1,0,0,0,0
1030,0.114,0,0,0,0,0,0,0,0
1031,0.115,0,0,1,0,0,2,0,0
1032,0.115,0,1,2,0,1,2,0,2
1033,0.115,0,0,0,0,0,0,0,0
1034,0.115,1,0,1,1,2,2,0,2
1035,0.115,0,0,0,0,0,0,0,0
1036,0.115,0,0,0,0,1,0,0,2
1037,0.115,0,0,0,0,0,4,1,1
1038,0.115,0,0,0,1,1,0,0,4
1039,0.115,0,1,1,0,2,3,0,2
1040,0.116,1,0,0,0,1,0,0,4
1041,0.116,0,0,0,1,1,0,0,2
1042,0.116,0,0,0,1,0,2,2,0
1043,0.116,1,0,0,0,1,0,0,4
1044,0.116,0,0,1,0,2,2,2,5
1045,0.116,0,3,2,0,2,1,1,4
1046,0.116,1,0,5,1,1,4,0,1
1047,0.116,0,0,1,0,0,4,1,1
1048,0.116,0,0,0,0,1,0,0,2
1049,0.117,0,0,0,0,0,2,0,0
1050,0.117,0,1,1,0,1,0,0,2
1051,0.117,1,1,0,1,0,2,0,0
1052,0.117,0,2,0,1,2,0,0,8
1053,0.117,0,0,0,1,0,4,0,0
1054,0.117,0,0,1,0,0,0,0,0
1055,0.117,0,0,0,0,1,2,0,4
1056,0.117,1,0,0,0,1,0,0,4
1057,0.117,1,1,0,1,1,0,0,2
1058,0.118,0,0,1,1,2,1,0,4
1059,0.118,1,0,0,0,1,2,0,4
1060,0.118,0,0,1,0,6,3,1,16
1061,0.118,1,0,0,0,1,3,2,4
1062,0.118,1,0,0,1,3,0,0,9
1063,0.118,1,0,1,2,0,2,0,0
1064,0.118,1,2,4,0,0,0,0,0
1065,0.118,1,0,0,3,0,2,0,0
1066,0.118,0,0,0,0,3,1,2,5
1067,0.119,0,1,1,0,0,0,0,0
1068,0.119,0,0,0,0,0,2,0,0
1069,0.119,1,0,0,2,1,2,0,2
1070,0.119,0,0,0,1,1,0,0,4
1071,0.119,1,0,0,0,0,2,0,0
1072,0.119,0,0,0,0,2,0,1,10
1073,0.119,0,1,1,0,3,1,1,10
1074,0.119,0,0,0,0,0,0,0,0
1075,0.119,2,0,1,2,3,0,0,7
1076,0.12,0,0,0,1,0,2,0,0
1077,0.12,0,0,0,0,1,0,0,4
1078,0.12,1,1,0,0,3,0,0,6
1079,0.12,1,0,1,0,0,3,1,0
1080,0.12,0,0,1,0,0,6,0,0
1081,0.12,0,0,0,1,1,1,1,2
1082,0.12,1,1,1,1,1,0,0,4
1083,0.12,1,1,3,1,0,1,2,0
1084,0.12,1,0,2,0,0,2,2,0
1085,0.121,0,0,0,0,1,5,1,4
1086,0.121,0,0,0,0,0,0,0,0
1087,0.121,1,0,0,0,1,0,0,4
1088,0.121,0,0,0,0,1,0,0,1
1089,0.121,0,0,0,0,0,2,0,0
1090,0.121,2,2,2,0,1,2,0,4
1091,0.121,0,0,0,0,1,1,1,5
1092,0.121,0,1,3,1,3,4,2,7
1093,0.121,2,1,1,1,1,6,0,1
1094,0.122,0,0,0,0,3,2,0,10
1095,0.122,0,0,0,0,1,2,0,4
1096,0.122,0,0,0,0,1,0,0,0
1097,0.122,0,0,0,1,0,1,1,0
1098,0.122,0,0,0,0,1,0,0,4
1099,0.122,0,0,0,0,1,0,0,2
1100,0.122,0,0,1,0,3,0,0,6
1101,0.122,1,1,0,1,0,0,0,0
1102,0.122,0,1,1,0,0,2,0,0
1103,0.123,1,0,0,3,1,1,0,1
1104,0.123,0,0,0,0,2,3,1,8
1105,0.123,0,0,0,0,0,0,0,0
1106,0.123,0,0,0,0,0,0,0,0
1107,0.123,0,0,0,1,3,2,0,9
1108,0.123,0,4,1,3,4,1,1,7
1109,0.123,0,0,0,0,2,3,1,5
1110,0.123,0,0,0,0,0,0,0,0
1111,0.123,0,2,1,0,0,0,0,0
1112,0.124,1,3,5,2,0,3,1,0
1113,0.124,2,0,0,2,3,3,3,2
1114,0.124,0,0,0,0,0,0,0,0
1115,0.124,0,0,0,0,0,0,0,0
1116,0.124,1,3,3,1,0,1,1,1
1117,0.124,1,1,0,0,0,0,0,0
1118,0.124,0,0,0,0,0,0,0,0
1119,0.124,2,0,1,3,2,2,1,1
1120,0.124,1,1,1,4,1,2,2,2
1121,0.125,3,1,0,2,1,0,1,2
1122,0.125,0,0,1,1,1,0,0,2
1123,0.125,0,2,1,0,0,4,0,0
1124,0.125,1,1,1,0,0,0,0,0
1125,0.125,0,0,0,0,0,0,0,0
1126,0.125,0,0,0,0,0,0,0,0
1127,0.125,1,4,1,2,2,0,0,6
1128,0.125,0,0,0,0,1,2,0,4
1129,0.125,0,2,1,0,2,0,0,7
1130,0.126,0,0,1,0,2,0,0,8
1131,0.126,1,1,1,2,4,1,1,6
1132,0.126,0,0,0,0,1,0,0,0
1133,0.126,2,0,1,3,1,0,0,4
1134,0.126,0,0,0,1,1,0,0,4
1135,0.126,0,1,1,1,1,0,0,4
1136,0.126,0,0,0,0,2,0,0,7
1137,0.126,1,0,2,1,1,0,0,4
1138,0.126,0,0,1,0,2,2,0,6
1139,0.127,0,0,1,0,1,0,0,4
1140,0.127,0,0,0,0,0,0,0,0
1141,0.127,0,0,0,0,0,4,0,0
1142,0.127,0,0,0,0,0,0,0,0
1143,0.127,1,1,0,0,3,0,0,6
1144,0.127,0,1,2,1,0,2,0,0
1145,0.127,0,0,2,2,2,0,0,7
1146,0.127,0,0,0,0,0,2,0,0
1147,0.127,0,0,1,0,1,0,1,0
1148,0.128,1,0,0,1,0,0,0,0
1149,0.128,0,0,0,0,2,3,0,6
1150,0.128,1,1,2,2,3,2,0,5
1151,0.128,2,0,1,0,1,2,0,1
1152,0.128,0,1,2,0,0,2,0,0
1153,0.128,0,1,2,1,3,4,3,2
1154,0.128,0,2,0,0,0,0,0,0
1155,0.128,1,0,0,4,1,2,0,1
1156,0.128,0,0,0,0,1,2,0,4
1157,0.129,0,0,0,0,0,2,0,0
1158,0.129,1,0,0,2,1,1,2,2
1159,0.129,0,0,0,0,1,4,0,4
1160,0.129,0,0,0,0,1,2,0,4
1161,0.129,0,0,0,0,1,0,0,4
1162,0.129,0,0,1,0,3,2,0,3
1163,0.129,0,0,0,0,2,0,0,5
1164,0.129,0,0,0,0,0,2,0,0
1165,0.129,0,0,0,0,1,0,0,4
1166,0.13,0,0,0,0,0,3,1,0
1167,0.13,0,0,0,1,1,2,0,2
1168,0.13,0,0,0,1,1,2,0,4
1169,0.13,1,0,0,1,2,0,0,6
1170,0.13,2,2,1,1,0,7,1,1
1171,0.13,1,3,4,0,1,0,0,4
1172,0.13,0,0,0,0,0,0,0,0
1173,0.13,0,2,0,1,0,0,0,0
1174,0.13,0,1,3,0,1,0,0,2
1175,0.131,0,0,0,0,1,2,0,2
1176,0.131,1,2,2,2,1,3,1,2
1177,0.131,0,0,0,0,0,0,0,0
1178,0.131,1,0,0,1,2,1,3,4
1179,0.131,0,0,1,2,0,4,0,0
1180,0.131,1,1,1,0,0,1,1,0
1181,0.131,1,4,1,0,2,1,1,4
1182,0.131,1,0,0,2,1,0,2,1
1183,0.131,2,5,3,2,0,1,2,1
1184,0.132,0,0,1,1,2,0,0,8
1185,0.132,0,0,0,0,0,2,0,0
1186,0.132,0,0,0,0,1,0,0,4
1187,0.132,0,0,1,0,2,0,0,4
1188,0.132,1,0,0,0,1,0,0,4
1189,0.132,0,0,1,0,0,2,0,0
1190,0.132,1,0,0,1,1,4,0,4
1191,0.132,0,3,0,0,2,1,1,4
1192,0.132,0,0,1,0,0,4,0,0
1193,0.133,0,0,0,1,1,0,0,1
1194,0.133,0,0,0,0,1,0,0,4
1195,0.133,0,0,0,0,1,2,0,4
1196,0.133,1,2,0,1,1,0,0,4
1197,0.133,1,1,2,0,1,0,0,2
1198,0.133,1,1,0,1,1,0,0,4
1199,0.133,1,0,0,0,0,0,0,0
1200,0.133,0,0,0,0,0,2,0,0
1201,0.133,1,0,0,1,1,0,0,4
1202,0.134,1,0,0,1,1,0,0,4
1203,0.134,0,1,1,2,0,0,0,0
1204,0.134,2,0,0,3,1,1,1,1
1205,0.134,1,0,0,1,0,0,0,0
1206,0.134,2,2,2,5,2,2,0,8
1207,0.134,1,1,1,0,2,0,0,8
1208,0.134,1,1,0,0,1,3,1,4
1209,0.134,0,0,1,0,0,0,0,0
1210,0.134,0,0,0,0,0,0,0,0
1211,0.135,0,0,0,0,0,4,0,0
1212,0.135,0,0,0,0,0,0,0,0
1213,0.135,1,1,1,1,2,1,1,8
1214,0.135,0,0,0,0,0,0,0,0
1215,0.135,0,0,1,0,0,0,0,0
1216,0.135,0,0,0,0,1,2,0,4
1217,0.135,1,0,0,1,0,4,0,0
1218,0.135,0,0,0,1,2,0,0,5
1219,0.135,0,0,1,1,2,0,0,5
1220,0.136,1,1,1,0,3,0,0,10
1221,0.136,0,1,2,0,2,0,0,6
1222,0.136,0,0,0,0,0,4,0,0
1223,0.136,1,0,1,0,2,0,0,6
1224,0.136,0,1,1,0,2,0,0,6
1225,0.136,0,1,1,0,0,6,0,0
1226,0.136,0,0,0,0,0,4,0,0
1227,0.136,1,0,0,1,0,2,0,0
1228,0.136,0,0,0,0,0,2,0,0
1229,0.137,1,0,0,1,0,0,0,0
1230,0.137,1,4,3,0,1,2,0,1
1231,0.137,0,1,0,2,0,1,1,0
1232,0.137,0,2,0,0,0,0,0,0
1233,0.137,1,1,1,0,0,2,0,0
1234,0.137,2,1,1,2,3,0,0,4
1235,0.137,0,0,0,0,1,4,0,4
1236,0.137,0,1,1,0,0,4,0,0
1237,0.137,1,0,0,1,2,1,1,4
1238,0.138,0,0,1,0,1,2,0,2
1239,0.138,0,0,0,0,1,0,0,4
1240,0.138,0,0,0,0,0,0,0,0
1241,0.138,1,0,0,2,0,0,0,0
1242,0.138,1,0,0,0,0,4,0,0
1243,0.138,0,0,1,0,0,2,0,0
1244,0.138,1,1,0,2,1,0,0,5
1245,0.138,0,1,1,0,1,1,1,1
1246,0.138,2,0,0,0,3,0,1,11
1247,0.139,0,2,0,0,0,2,0,0
1248,0.139,1,2,0,0,2,3,1,1
1249,0.139,0,0,0,0,1,0,0,2
1250,0.139,0,0,0,0,1,0,0,4
1251,0.139,2,0,0,3,0,0,0,0
1252,0.139,0,0,0,1,3,0,0,7
